200
2
-0.0457933840 0.6488832552 1
1.0633133438 0.2399357186 1
1.0341848620 -0.4324758148 1
-0.4560769271 0.3984717439 1
-0.3812824182 0.6318895180 1
-1.7426606358 0.4745411340 1
-0.6618405895 -0.3115375907 1
-1.6228461249 -0.0786362131 1
-1.4282668672 -0.0737248413 1
0.2680286831 0.4937316356 1
-0.5221674573 -0.7723812529 1
-0.6536608887 0.1819784222 1
0.2930820275 -0.2316716175 1
-1.3983217139 -0.0050388380 1
0.9521325944 -0.1096699252 1
-0.6926168112 0.1248216313 1
-0.7824274635 0.4437346624 1
0.2719520083 0.3448608429 1
1.0481176940 -0.2050237235 1
-1.9000972354 -0.9644367763 1
0.5145727872 -0.8408755179 1
1.2751858889 0.2442426738 1
0.0033290626 -1.5331312939 1
-0.1195856677 0.1968346999 1
-0.4247676070 -0.5003496285 1
1.9800282969 -0.5070370311 1
1.0329999789 -1.8061211115 1
0.9907735303 0.4589068596 1
2.3088287685 0.4687164998 1
1.0250375671 -2.6602328753 1
-0.3430757089 -0.4863396128 1
-1.7975585691 -0.4245865068 1
0.2878680953 -1.4573440931 1
1.8963047841 -0.7833948383 1
-0.4811432552 0.4885873732 1
-0.9174950833 -0.4293035273 1
-1.8547950911 -0.6022990285 1
2.8339136592 -0.4813011672 1
1.1247889696 1.3343168459 1
-2.1219049466 0.1834176990 1
0.5123657491 0.7643428531 1
1.5540474033 0.4866161693 1
0.0614570970 1.7198358895 1
0.2030770077 -0.1841912527 1
-0.7463847661 0.9039428921 1
-0.1700666893 -0.9486012895 1
1.0806340243 -1.7177108077 1
-0.9255336826 -0.4011673542 1
2.8570865765 0.9386560050 1
1.2079006480 -1.6488912104 1
1.3796746790 -1.1303065600 1
0.4413151158 1.1454010368 1
0.4588202217 -1.2336561432 1
-0.8051467110 1.2307424582 1
0.3639671144 -1.2471890245 1
2.0175268631 -1.8969660057 1
-0.0858547734 -1.1613651724 1
0.4460325287 1.5744475346 1
-0.9471381677 -1.0203754705 1
0.6524680084 0.4390185845 1
-0.9849237898 -0.8160135016 1
